person_id,loan_grade,loan_intent,loan_amnt,loan_int_rate,loan_percent_income
23715,B,DEBTCONSOLIDATION,15000,10.75,0.23
23716,B,VENTURE,9250,9.99,0.31
23717,C,MEDICAL,10000,13.61,0.15
23718,D,HOMEIMPROVEMENT,9250,15.65,0.29
23719,D,HOMEIMPROVEMENT,4000,15.21,0.06
23720,C,VENTURE,9250,14.65,0.23
23721,B,PERSONAL,9250,10.59,0.27
23722,A,DEBTCONSOLIDATION,11200,7.88,0.17
23723,A,VENTURE,9250,,0.14
23724,D,EDUCATION,9300,,0.26
23725,A,MEDICAL,9300,9.32,0.17
23726,C,DEBTCONSOLIDATION,9300,11.72,0.15
23727,A,VENTURE,12000,7.88,0.18
23728,A,MEDICAL,9325,8.38,0.78
23729,D,MEDICAL,9325,13.62,0.31
23730,A,VENTURE,6000,7.14,0.09
23731,A,PERSONAL,18000,7.51,0.28
23732,B,HOMEIMPROVEMENT,12000,11.36,0.18
23733,B,EDUCATION,20000,10.25,0.31
23734,B,MEDICAL,9350,,0.11
23735,A,DEBTCONSOLIDATION,5500,7.51,0.08
23736,B,PERSONAL,10000,11.36,0.15
23737,D,EDUCATION,10000,15.33,0.15
23738,A,MEDICAL,9400,6.91,0.3
23739,A,DEBTCONSOLIDATION,2000,7.88,0.03
23740,B,HOMEIMPROVEMENT,9425,11.49,0.13
23741,C,PERSONAL,9450,14.27,0.33
23742,A,HOMEIMPROVEMENT,11500,7.51,0.18
23743,C,MEDICAL,20000,,0.34
23744,D,DEBTCONSOLIDATION,9450,16.29,0.33
23745,D,PERSONAL,22000,15.65,0.34
23746,A,DEBTCONSOLIDATION,10250,8.59,0.16
23747,C,HOMEIMPROVEMENT,4500,13.92,0.07
23748,B,DEBTCONSOLIDATION,9450,10.83,0.14
23749,A,PERSONAL,9450,6.54,0.1
23750,E,HOMEIMPROVEMENT,24000,17.74,0.37
23751,B,DEBTCONSOLIDATION,10000,12.53,0.15
23752,B,HOMEIMPROVEMENT,9475,,0.13
23753,D,PERSONAL,9500,14.59,0.43
23754,A,HOMEIMPROVEMENT,10000,8.94,0.15
23755,D,PERSONAL,25000,15.65,0.38
23756,A,DEBTCONSOLIDATION,9500,8.59,0.26
23757,C,MEDICAL,2500,13.22,0.04
23758,D,DEBTCONSOLIDATION,18000,15.65,0.31
23759,A,VENTURE,9500,,0.24
23760,C,PERSONAL,16000,12.87,0.25
23761,A,DEBTCONSOLIDATION,12000,9.63,0.2
23762,A,PERSONAL,5600,8.0,0.09
23763,B,PERSONAL,5600,11.58,0.09
23764,A,EDUCATION,9500,,0.19
23765,A,DEBTCONSOLIDATION,9500,,0.14
23766,B,MEDICAL,9500,11.26,0.13
23767,B,VENTURE,7500,10.96,0.12
23768,C,EDUCATION,9500,12.84,0.12
23769,A,HOMEIMPROVEMENT,9500,,0.1
23770,A,MEDICAL,10000,8.0,0.17
23771,A,HOMEIMPROVEMENT,9575,6.62,0.49
23772,B,HOMEIMPROVEMENT,16800,9.76,0.26
23773,B,DEBTCONSOLIDATION,15000,9.76,0.25
23774,A,EDUCATION,9600,7.14,0.39
23775,B,HOMEIMPROVEMENT,1450,9.76,0.02
23776,E,EDUCATION,10000,,0.15
23777,B,DEBTCONSOLIDATION,25000,9.51,0.38
23778,C,MEDICAL,9600,14.27,0.38
23779,A,EDUCATION,15000,7.51,0.23
23780,C,MEDICAL,9600,13.57,0.34
23781,A,PERSONAL,1500,5.99,0.02
23782,A,VENTURE,9600,,0.32
23783,B,DEBTCONSOLIDATION,9600,10.99,0.29
23784,A,MEDICAL,9000,5.99,0.14
23785,D,PERSONAL,9600,15.99,0.29
23786,A,EDUCATION,5000,6.17,0.08
23787,B,DEBTCONSOLIDATION,9600,10.99,0.28
23788,B,VENTURE,8000,11.49,0.12
23789,A,DEBTCONSOLIDATION,9600,7.14,0.26
23790,A,PERSONAL,7100,8.0,0.11
23791,A,PERSONAL,8000,7.37,0.14
23792,A,DEBTCONSOLIDATION,5250,9.63,0.08
23793,A,MEDICAL,9600,7.49,0.25
23794,C,HOMEIMPROVEMENT,12000,12.09,0.18
23795,B,PERSONAL,12000,9.62,0.18
23796,C,PERSONAL,6250,12.87,0.1
23797,A,VENTURE,8000,6.92,0.12
23798,A,PERSONAL,7000,8.0,0.11
23799,C,DEBTCONSOLIDATION,9600,13.48,0.24
23800,A,HOMEIMPROVEMENT,5300,7.51,0.08
23801,A,VENTURE,9600,,0.23
23802,B,DEBTCONSOLIDATION,9600,,0.23
23803,A,MEDICAL,9600,7.9,0.23
23804,D,MEDICAL,9600,14.61,0.27
23805,A,HOMEIMPROVEMENT,11000,6.03,0.17
23806,C,MEDICAL,9600,13.16,0.22
23807,A,EDUCATION,9600,8.49,0.21
23808,C,VENTURE,4000,12.68,0.06
23809,D,VENTURE,7750,14.84,0.13
23810,D,MEDICAL,9600,,0.24
23811,D,MEDICAL,9600,16.29,0.2
23812,A,HOMEIMPROVEMENT,9600,9.07,0.18
23813,D,MEDICAL,9600,14.46,0.21
23814,B,DEBTCONSOLIDATION,7000,9.91,0.11
23815,C,VENTURE,6000,15.27,0.1
23816,A,VENTURE,3000,6.03,0.05
23817,C,VENTURE,9600,12.73,0.18
23818,B,DEBTCONSOLIDATION,9100,12.42,0.14
23819,B,VENTURE,9600,11.48,0.16
23820,B,MEDICAL,9600,9.91,0.16
23821,B,VENTURE,9600,10.65,0.16
23822,C,EDUCATION,9600,13.57,0.16
23823,A,VENTURE,4200,7.49,0.06
23824,B,EDUCATION,3000,11.99,0.05
23825,A,VENTURE,3000,5.42,0.05
23826,D,EDUCATION,8400,16.49,0.13
23827,C,HOMEIMPROVEMENT,9600,11.66,0.16
23828,D,PERSONAL,9600,12.17,0.18
23829,A,MEDICAL,3500,,0.05
23830,B,VENTURE,5600,10.99,0.08
23831,A,PERSONAL,3000,7.66,0.05
23832,B,PERSONAL,9600,12.42,0.15
23833,B,PERSONAL,9600,10.25,0.15
23834,A,HOMEIMPROVEMENT,6500,5.79,0.11
23835,G,MEDICAL,25000,20.16,0.42
23836,A,HOMEIMPROVEMENT,9600,5.42,0.14
23837,C,HOMEIMPROVEMENT,9600,12.61,0.13
23838,D,MEDICAL,2000,15.7,0.03
23839,E,EDUCATION,9600,17.14,0.12
23840,C,HOMEIMPROVEMENT,9600,12.29,0.12
23841,C,HOMEIMPROVEMENT,8400,12.73,0.14
23842,A,VENTURE,12000,7.51,0.18
23843,B,MEDICAL,9600,9.91,0.12
23844,A,EDUCATION,9250,8.59,0.14
23845,B,DEBTCONSOLIDATION,9600,11.14,0.12
23846,B,VENTURE,15000,11.14,0.23
23847,A,EDUCATION,6000,7.68,0.09
23848,A,DEBTCONSOLIDATION,11200,9.32,0.17
23849,E,VENTURE,22000,16.63,0.33
23850,A,PERSONAL,10000,,0.15
23851,D,PERSONAL,20000,12.61,0.3
23852,D,MEDICAL,9600,,0.12
23853,A,MEDICAL,5000,6.03,0.08
23854,C,PERSONAL,2800,13.57,0.04
23855,A,DEBTCONSOLIDATION,6075,6.03,0.09
23856,A,HOMEIMPROVEMENT,7000,7.88,0.11
23857,B,HOMEIMPROVEMENT,7000,11.86,0.11
23858,C,EDUCATION,9600,,0.08
23859,A,VENTURE,12000,6.99,0.18
23860,A,MEDICAL,9600,8.0,0.08
23861,A,VENTURE,4200,7.66,0.06
23862,D,HOMEIMPROVEMENT,9600,14.91,0.08
23863,E,PERSONAL,9600,,0.07
23864,A,DEBTCONSOLIDATION,8000,7.88,0.12
23865,B,HOMEIMPROVEMENT,16000,10.99,0.24
23866,B,VENTURE,9700,8.88,0.17
23867,A,PERSONAL,9200,,0.14
23868,A,DEBTCONSOLIDATION,9700,8.94,0.14
23869,D,HOMEIMPROVEMENT,9700,,0.11
23870,A,VENTURE,4200,5.79,0.06
23871,A,DEBTCONSOLIDATION,2500,6.39,0.04
23872,D,MEDICAL,9750,18.25,0.39
23873,D,DEBTCONSOLIDATION,14000,15.62,0.23
23874,B,MEDICAL,9750,9.63,0.36
23875,A,PERSONAL,9750,7.51,0.34
23876,A,MEDICAL,9600,7.51,0.14
23877,D,MEDICAL,9750,14.54,0.3
23878,B,VENTURE,25000,10.36,0.37
23879,C,PERSONAL,15000,12.23,0.22
23880,C,MEDICAL,9475,,0.14
23881,C,DEBTCONSOLIDATION,9950,12.99,0.32
23882,A,VENTURE,9950,7.88,0.12
23883,A,MEDICAL,8000,,0.12
23884,A,PERSONAL,9000,8.94,0.13
23885,A,EDUCATION,7000,7.51,0.1
23886,B,DEBTCONSOLIDATION,3000,10.65,0.04
23887,A,MEDICAL,10000,,0.47
23888,B,DEBTCONSOLIDATION,10000,12.53,0.46
23889,D,DEBTCONSOLIDATION,6800,15.99,0.11
23890,A,PERSONAL,4200,,0.06
23891,E,MEDICAL,10000,18.39,0.45
23892,A,HOMEIMPROVEMENT,10000,6.99,0.15
23893,A,DEBTCONSOLIDATION,4000,,0.06
23894,A,DEBTCONSOLIDATION,10000,8.9,0.42
23895,C,MEDICAL,10000,13.23,0.42
23896,C,DEBTCONSOLIDATION,6400,13.23,0.1
23897,A,EDUCATION,7000,7.14,0.1
23898,A,PERSONAL,3300,7.88,0.05
23899,B,VENTURE,14400,9.88,0.21
23900,B,HOMEIMPROVEMENT,15000,9.88,0.25
23901,C,PERSONAL,10000,12.87,0.42
23902,A,MEDICAL,3600,7.51,0.05
23903,A,MEDICAL,10000,7.68,0.42
23904,A,HOMEIMPROVEMENT,10000,7.14,0.15
23905,B,MEDICAL,10000,10.25,0.15
23906,B,DEBTCONSOLIDATION,25000,10.99,0.37
23907,D,EDUCATION,24250,14.96,0.36
23908,B,MEDICAL,10000,10.25,0.41
23909,A,DEBTCONSOLIDATION,10000,,0.41
23910,B,HOMEIMPROVEMENT,20000,11.83,0.3
23911,A,DEBTCONSOLIDATION,10000,8.49,0.4
23912,A,MEDICAL,10000,7.29,0.4
23913,C,VENTURE,16000,13.22,0.24
23914,A,PERSONAL,5000,,0.07
23915,A,PERSONAL,10000,6.03,0.15
23916,C,HOMEIMPROVEMENT,10000,11.34,0.39
23917,A,HOMEIMPROVEMENT,10750,6.91,0.16
23918,B,VENTURE,10000,12.42,0.38
23919,C,MEDICAL,15000,11.03,0.25
23920,B,DEBTCONSOLIDATION,10000,11.14,0.15
23921,A,HOMEIMPROVEMENT,1500,6.91,0.02
23922,B,EDUCATION,12800,11.49,0.19
23923,B,EDUCATION,10000,10.25,0.38
23924,A,DEBTCONSOLIDATION,1000,7.4,0.01
23925,D,DEBTCONSOLIDATION,10000,15.62,0.37
23926,B,DEBTCONSOLIDATION,10000,10.37,0.36
23927,A,VENTURE,10000,8.0,0.15
23928,B,PERSONAL,17000,11.58,0.25
23929,A,VENTURE,11000,7.88,0.16
23930,C,MEDICAL,10000,12.84,0.36
23931,C,PERSONAL,23200,15.96,0.34
23932,A,HOMEIMPROVEMENT,2000,7.43,0.03
23933,D,MEDICAL,10000,17.58,0.33
23934,A,PERSONAL,10000,8.9,0.33
23935,A,VENTURE,8000,7.9,0.12
23936,C,HOMEIMPROVEMENT,3000,14.65,0.04
23937,D,MEDICAL,10000,17.58,0.33
23938,E,PERSONAL,32000,19.03,0.47
23939,A,PERSONAL,20000,7.9,0.29
23940,A,EDUCATION,20000,8.9,0.29
23941,A,PERSONAL,18000,7.9,0.26
23942,B,PERSONAL,12000,12.69,0.18
23943,D,PERSONAL,10000,16.29,0.15
23944,B,VENTURE,2500,11.71,0.04
23945,D,VENTURE,10000,14.54,0.33
23946,C,PERSONAL,10000,12.68,0.33
23947,D,HOMEIMPROVEMENT,30000,15.99,0.44
23948,B,EDUCATION,6000,10.59,0.09
23949,B,VENTURE,10000,10.38,0.33
23950,A,EDUCATION,4000,5.99,0.06
23951,E,EDUCATION,10000,16.82,0.33
23952,C,VENTURE,10000,,0.33
23953,A,EDUCATION,3000,5.42,0.04
23954,C,MEDICAL,5000,12.99,0.07
23955,B,PERSONAL,3500,11.99,0.05
23956,C,PERSONAL,10000,13.48,0.33
23957,C,EDUCATION,2000,13.8,0.03
23958,B,DEBTCONSOLIDATION,18000,10.0,0.26
23959,D,PERSONAL,10000,15.31,0.33
23960,B,HOMEIMPROVEMENT,13000,9.25,0.21
23961,A,HOMEIMPROVEMENT,10000,8.94,0.33
23962,C,EDUCATION,6000,13.72,0.09
23963,A,DEBTCONSOLIDATION,10000,9.32,0.33
23964,A,PERSONAL,13600,7.88,0.2
23965,A,DEBTCONSOLIDATION,10000,8.63,0.33
23966,C,MEDICAL,10000,11.03,0.33
23967,C,VENTURE,3250,13.23,0.05
23968,C,PERSONAL,15000,,0.22
23969,B,MEDICAL,6100,10.25,0.09
23970,B,PERSONAL,10000,10.37,0.33
23971,C,MEDICAL,3000,12.73,0.04
23972,D,DEBTCONSOLIDATION,10000,15.33,0.16
23973,C,PERSONAL,15000,12.73,0.22
23974,A,VENTURE,10800,7.88,0.16
23975,B,VENTURE,5000,12.18,0.07
23976,A,EDUCATION,10000,7.74,0.15
23977,B,VENTURE,10000,,0.15
23978,B,EDUCATION,2100,12.53,0.03
23979,C,EDUCATION,10000,13.99,0.32
23980,B,VENTURE,16000,11.89,0.24
23981,C,EDUCATION,15000,11.78,0.22
23982,C,EDUCATION,12000,12.09,0.18
23983,A,MEDICAL,10000,8.0,0.32
23984,A,EDUCATION,10000,7.29,0.32
23985,B,EDUCATION,10000,12.42,0.31
23986,B,PERSONAL,6000,11.86,0.09
23987,B,PERSONAL,10000,10.99,0.15
23988,B,MEDICAL,6000,10.95,0.09
23989,B,PERSONAL,3500,12.21,0.05
23990,B,HOMEIMPROVEMENT,25000,10.99,0.37
23991,B,EDUCATION,15000,11.71,0.22
23992,C,EDUCATION,5000,12.99,0.07
23993,B,EDUCATION,10000,10.95,0.3
23994,A,DEBTCONSOLIDATION,10000,5.79,0.3
23995,A,PERSONAL,10000,7.51,0.3
23996,B,MEDICAL,10000,11.71,0.3
23997,C,PERSONAL,3800,13.11,0.06
23998,C,DEBTCONSOLIDATION,10000,14.72,0.3
23999,C,HOMEIMPROVEMENT,15000,13.85,0.22
24000,D,EDUCATION,10000,15.58,0.29
24001,A,PERSONAL,10000,6.92,0.15
24002,D,HOMEIMPROVEMENT,10000,14.54,0.29
24003,A,EDUCATION,4800,,0.07
24004,C,DEBTCONSOLIDATION,10000,14.22,0.29
24005,A,EDUCATION,22000,6.99,0.32
24006,C,VENTURE,20000,,0.29
24007,D,PERSONAL,10000,14.74,0.29
24008,B,PERSONAL,10000,12.69,0.34
24009,D,PERSONAL,10000,16.77,0.29
24010,D,PERSONAL,10000,16.29,0.29
24011,A,VENTURE,10000,8.49,0.29
24012,B,MEDICAL,4000,9.91,0.06
24013,C,VENTURE,10000,13.06,0.34
24014,A,PERSONAL,10000,5.79,0.29
24015,A,HOMEIMPROVEMENT,4000,5.99,0.06
24016,B,MEDICAL,10000,9.88,0.29
24017,B,VENTURE,10000,9.99,0.14
24018,C,DEBTCONSOLIDATION,10000,13.48,0.29
24019,C,VENTURE,10000,13.48,0.29
24020,B,EDUCATION,7200,10.74,0.1
24021,D,MEDICAL,10000,14.61,0.29
24022,C,DEBTCONSOLIDATION,9000,13.72,0.14
24023,A,DEBTCONSOLIDATION,20000,6.54,0.29
24024,B,PERSONAL,6000,11.12,0.09
24025,B,MEDICAL,10000,12.21,0.29
24026,A,HOMEIMPROVEMENT,14000,7.51,0.2
24027,B,HOMEIMPROVEMENT,6000,11.86,0.09
24028,E,DEBTCONSOLIDATION,10000,13.75,0.34
24029,B,EDUCATION,10000,11.83,0.34
24030,C,HOMEIMPROVEMENT,10000,12.99,0.34
24031,B,MEDICAL,15000,10.62,0.22
24032,D,MEDICAL,10000,13.87,0.34
24033,B,DEBTCONSOLIDATION,10000,9.88,0.14
24034,G,VENTURE,20500,20.9,0.33
24035,B,PERSONAL,10000,10.08,0.28
24036,A,EDUCATION,10000,8.94,0.14
24037,C,PERSONAL,10000,,0.28
24038,D,DEBTCONSOLIDATION,11200,14.42,0.18
24039,B,PERSONAL,10000,10.65,0.28
24040,D,PERSONAL,18000,12.61,0.26
24041,B,VENTURE,10000,11.99,0.28
24042,B,DEBTCONSOLIDATION,10000,11.11,0.28
24043,B,EDUCATION,10000,10.74,0.33
24044,B,HOMEIMPROVEMENT,15000,,0.22
24045,A,MEDICAL,14750,7.49,0.21
24046,D,HOMEIMPROVEMENT,10000,,0.33
24047,E,PERSONAL,10000,17.19,0.28
24048,B,MEDICAL,6500,10.74,0.09
24049,B,DEBTCONSOLIDATION,4800,12.42,0.08
24050,B,PERSONAL,16000,11.99,0.23
24051,A,MEDICAL,10000,8.59,0.28
24052,B,EDUCATION,16725,10.74,0.24
24053,E,EDUCATION,15000,16.45,0.21
24054,B,PERSONAL,18000,11.49,0.26
24055,D,DEBTCONSOLIDATION,10000,14.42,0.33
24056,A,VENTURE,12000,7.49,0.17
24057,A,DEBTCONSOLIDATION,6300,7.14,0.09
24058,A,DEBTCONSOLIDATION,8000,7.66,0.11
24059,A,PERSONAL,10000,,0.14
24060,B,MEDICAL,3200,9.99,0.05
24061,A,EDUCATION,10000,8.9,0.27
24062,A,VENTURE,10000,7.88,0.27
24063,C,MEDICAL,10000,12.53,0.27
24064,A,EDUCATION,3400,6.39,0.05
24065,B,HOMEIMPROVEMENT,6000,10.75,0.09
24066,A,PERSONAL,10000,9.63,0.26
24067,C,VENTURE,6000,14.26,0.09
24068,B,HOMEIMPROVEMENT,7200,11.83,0.1
24069,A,DEBTCONSOLIDATION,10000,8.49,0.26
24070,B,PERSONAL,11250,12.21,0.16
24071,C,VENTURE,12000,,0.19
24072,B,VENTURE,10000,9.76,0.26
24073,B,MEDICAL,10000,9.99,0.26
24074,C,DEBTCONSOLIDATION,10000,13.61,0.26
24075,A,MEDICAL,18000,8.9,0.26
24076,A,DEBTCONSOLIDATION,10000,,0.14
24077,B,HOMEIMPROVEMENT,18000,,0.26
24078,C,MEDICAL,10000,15.23,0.26
24079,A,MEDICAL,10000,7.49,0.26
24080,C,PERSONAL,3000,,0.04
24081,A,EDUCATION,16000,7.9,0.23
24082,A,MEDICAL,3000,8.9,0.04
24083,B,VENTURE,10000,10.39,0.26
24084,B,MEDICAL,10200,12.42,0.15
24085,A,MEDICAL,7000,8.9,0.1
24086,D,VENTURE,14000,16.29,0.2
24087,C,EDUCATION,15000,14.65,0.21
24088,B,MEDICAL,10000,10.25,0.26
24089,A,EDUCATION,8000,6.62,0.11
24090,E,EDUCATION,22000,19.91,0.31
24091,D,PERSONAL,10000,15.7,0.25
24092,C,PERSONAL,1800,14.65,0.03
24093,A,HOMEIMPROVEMENT,5200,7.51,0.07
24094,B,MEDICAL,31825,12.69,0.45
24095,D,PERSONAL,10000,15.37,0.25
24096,C,EDUCATION,6000,14.27,0.09
24097,D,VENTURE,10000,,0.25
24098,B,MEDICAL,12000,11.71,0.17
24099,B,VENTURE,12000,9.91,0.17
24100,C,DEBTCONSOLIDATION,5500,13.49,0.08
24101,A,VENTURE,4500,7.9,0.06
24102,B,HOMEIMPROVEMENT,12800,,0.18
24103,B,DEBTCONSOLIDATION,5000,11.71,0.07
24104,B,EDUCATION,10000,12.42,0.25
24105,B,EDUCATION,8000,9.91,0.11
24106,B,DEBTCONSOLIDATION,10000,10.65,0.25
24107,A,VENTURE,5600,6.62,0.08
24108,D,MEDICAL,10000,16.77,0.29
24109,C,VENTURE,4600,14.79,0.07
24110,D,PERSONAL,25000,15.62,0.36
24111,C,VENTURE,10000,13.49,0.29
24112,A,DEBTCONSOLIDATION,3700,5.99,0.05
24113,A,PERSONAL,5600,5.42,0.08
24114,A,DEBTCONSOLIDATION,24000,5.99,0.34
24115,A,VENTURE,24000,7.49,0.34
24116,B,DEBTCONSOLIDATION,4200,10.99,0.06
24117,B,HOMEIMPROVEMENT,20000,11.49,0.29
24118,D,HOMEIMPROVEMENT,10000,16.89,0.14
24119,D,MEDICAL,3000,,0.05
24120,A,PERSONAL,3000,5.42,0.04
24121,A,VENTURE,3000,7.49,0.04
24122,D,MEDICAL,10000,15.33,0.29
24123,B,HOMEIMPROVEMENT,10000,10.99,0.14
24124,D,PERSONAL,10000,,0.25
24125,B,DEBTCONSOLIDATION,10000,11.36,0.25
24126,A,MEDICAL,10000,6.99,0.14
24127,B,DEBTCONSOLIDATION,10000,12.53,0.29
24128,A,PERSONAL,6000,5.42,0.09
24129,D,PERSONAL,10000,15.37,0.29
24130,A,DEBTCONSOLIDATION,8000,8.49,0.11
24131,C,MEDICAL,18000,12.99,0.28
24132,A,MEDICAL,6000,7.49,0.09
24133,A,DEBTCONSOLIDATION,15000,7.49,0.21
24134,B,DEBTCONSOLIDATION,8500,11.14,0.12
24135,B,MEDICAL,33000,,0.47
24136,B,DEBTCONSOLIDATION,20000,,0.29
24137,C,VENTURE,10000,11.41,0.25
24138,C,MEDICAL,10000,14.27,0.24
24139,A,VENTURE,14000,7.49,0.2
24140,A,HOMEIMPROVEMENT,5000,6.99,0.07
24141,C,EDUCATION,10000,13.48,0.24
24142,C,MEDICAL,10000,11.09,0.24
24143,A,HOMEIMPROVEMENT,7000,7.66,0.1
24144,B,DEBTCONSOLIDATION,3000,9.63,0.04
24145,D,MEDICAL,15000,15.65,0.23
24146,A,VENTURE,6000,,0.09
24147,C,MEDICAL,10000,16.11,0.24
24148,A,VENTURE,4000,5.79,0.06
24149,A,DEBTCONSOLIDATION,25000,7.66,0.36
24150,A,EDUCATION,8000,,0.11
24151,D,MEDICAL,27050,14.54,0.42
24152,A,VENTURE,10000,,0.24
24153,A,MEDICAL,10000,,0.24
24154,A,EDUCATION,10000,,0.24
24155,A,EDUCATION,10000,9.32,0.24
24156,A,DEBTCONSOLIDATION,10000,7.88,0.24
24157,B,MEDICAL,10000,12.42,0.23
24158,E,PERSONAL,14000,16.4,0.2
24159,D,PERSONAL,25000,15.57,0.36
24160,A,MEDICAL,12000,6.91,0.17
24161,A,PERSONAL,8400,6.91,0.12
24162,B,HOMEIMPROVEMENT,2250,10.36,0.03
24163,A,MEDICAL,1300,5.79,0.02
24164,A,DEBTCONSOLIDATION,1000,6.54,0.01
24165,C,PERSONAL,10000,13.98,0.23
24166,A,DEBTCONSOLIDATION,20000,6.54,0.29
24167,A,EDUCATION,10000,7.49,0.23
24168,D,HOMEIMPROVEMENT,8000,14.46,0.11
24169,B,MEDICAL,10000,10.74,0.23
24170,A,EDUCATION,4000,6.54,0.06
24171,A,PERSONAL,10000,6.92,0.23
24172,A,VENTURE,13000,6.91,0.19
24173,A,HOMEIMPROVEMENT,10200,6.91,0.15
24174,D,MEDICAL,10000,16.77,0.23
24175,A,MEDICAL,23500,6.91,0.37
24176,C,HOMEIMPROVEMENT,14000,12.61,0.2
24177,A,DEBTCONSOLIDATION,10000,6.54,0.23
24178,C,HOMEIMPROVEMENT,10000,12.23,0.26
24179,B,VENTURE,10000,12.42,0.22
24180,A,HOMEIMPROVEMENT,9000,7.14,0.13
24181,A,PERSONAL,12250,7.51,0.17
24182,A,PERSONAL,10000,7.51,0.22
24183,B,VENTURE,10000,11.71,0.22
24184,B,EDUCATION,10000,10.65,0.22
24185,E,HOMEIMPROVEMENT,6000,16.45,0.09
24186,A,MEDICAL,4000,6.39,0.06
24187,B,DEBTCONSOLIDATION,10000,9.91,0.22
24188,A,MEDICAL,14400,7.88,0.21
24189,B,DEBTCONSOLIDATION,10000,10.75,0.14
24190,B,MEDICAL,10000,,0.22
24191,B,MEDICAL,4000,11.86,0.06
24192,B,VENTURE,8000,11.49,0.11
24193,A,PERSONAL,8000,7.88,0.11
24194,C,EDUCATION,10000,,0.22
24195,B,MEDICAL,5000,11.86,0.08
24196,B,VENTURE,10000,10.36,0.22
24197,B,EDUCATION,20000,9.88,0.29
24198,A,PERSONAL,3000,6.39,0.04
24199,C,HOMEIMPROVEMENT,15000,12.73,0.21
24200,D,MEDICAL,10000,14.96,0.26
24201,B,DEBTCONSOLIDATION,25000,10.62,0.39
24202,A,DEBTCONSOLIDATION,10000,7.51,0.22
24203,C,MEDICAL,10000,14.22,0.22
24204,C,MEDICAL,10000,13.16,0.26
24205,A,MEDICAL,6000,,0.09
24206,D,MEDICAL,5000,16.07,0.08
24207,D,HOMEIMPROVEMENT,10000,14.11,0.26
24208,B,MEDICAL,4625,10.62,0.07
24209,A,VENTURE,14000,7.88,0.2
24210,B,DEBTCONSOLIDATION,10000,9.88,0.14
24211,B,VENTURE,17000,9.88,0.24
24212,B,DEBTCONSOLIDATION,10000,10.25,0.16
24213,D,VENTURE,10000,13.36,0.22
24214,D,MEDICAL,11000,15.33,0.17
24215,A,DEBTCONSOLIDATION,6500,7.88,0.09
24216,C,DEBTCONSOLIDATION,10000,13.85,0.14
24217,B,MEDICAL,10000,9.2,0.22
24218,B,DEBTCONSOLIDATION,4325,10.75,0.08
24219,C,DEBTCONSOLIDATION,3000,13.57,0.04
24220,C,DEBTCONSOLIDATION,5100,13.22,0.08
24221,C,VENTURE,4250,12.68,0.41
24222,F,VENTURE,4250,16.96,0.12
24223,A,PERSONAL,4000,7.74,0.06
24224,B,DEBTCONSOLIDATION,4200,11.83,0.39
24225,C,DEBTCONSOLIDATION,4200,14.17,0.29
24226,D,VENTURE,8000,16.0,0.11
24227,C,PERSONAL,5600,13.57,0.08
24228,B,HOMEIMPROVEMENT,20000,12.18,0.29
24229,F,DEBTCONSOLIDATION,10000,20.89,0.25
24230,A,EDUCATION,2000,7.4,0.03
24231,B,PERSONAL,5000,11.14,0.07
24232,E,VENTURE,15000,16.0,0.21
24233,B,EDUCATION,6000,,0.09
24234,C,VENTURE,10000,,0.22
24235,B,PERSONAL,10000,10.59,0.22
24236,E,MEDICAL,10000,17.14,0.22
24237,A,MEDICAL,10000,7.51,0.22
24238,C,HOMEIMPROVEMENT,10000,13.16,0.25
24239,A,VENTURE,10000,9.32,0.22
24240,C,PERSONAL,15000,12.84,0.21
24241,C,VENTURE,4200,15.23,0.14
24242,A,VENTURE,4200,5.79,0.14
24243,C,VENTURE,20000,12.84,0.29
24244,B,VENTURE,4200,12.53,0.14
24245,C,EDUCATION,4200,14.79,0.14
24246,A,PERSONAL,15000,9.63,0.23
24247,B,MEDICAL,4200,9.99,0.13
24248,A,MEDICAL,4200,8.0,0.13
24249,B,EDUCATION,4200,10.0,0.13
24250,A,PERSONAL,4200,,0.12
24251,C,EDUCATION,4200,14.27,0.12
24252,B,PERSONAL,24000,10.71,0.38
24253,B,VENTURE,5275,,0.08
24254,A,EDUCATION,5000,7.43,0.07
24255,A,MEDICAL,5000,5.99,0.07
24256,C,PERSONAL,4200,12.68,0.1
24257,B,PERSONAL,5000,11.71,0.07
24258,A,VENTURE,4200,7.51,0.1
24259,A,DEBTCONSOLIDATION,4100,7.51,0.06
24260,A,HOMEIMPROVEMENT,6000,7.29,0.09
24261,A,VENTURE,3500,6.62,0.05
24262,B,EDUCATION,6000,11.11,0.09
24263,B,VENTURE,1500,,0.02
24264,A,PERSONAL,13000,7.88,0.18
24265,C,PERSONAL,15000,,0.21
24266,B,MEDICAL,4200,10.74,0.1
24267,C,EDUCATION,19400,13.11,0.3
24268,C,VENTURE,4000,13.79,0.06
24269,B,DEBTCONSOLIDATION,4200,10.74,0.09
24270,B,DEBTCONSOLIDATION,10000,11.26,0.14
24271,B,MEDICAL,1500,10.65,0.02
24272,B,MEDICAL,4200,11.48,0.09
24273,A,EDUCATION,4200,7.51,0.08
24274,C,EDUCATION,4200,13.23,0.08
24275,B,PERSONAL,20000,12.21,0.28
24276,B,HOMEIMPROVEMENT,4200,11.71,0.08
24277,D,EDUCATION,25000,15.37,0.35
24278,A,PERSONAL,7600,6.03,0.11
24279,C,PERSONAL,4200,13.98,0.08
24280,E,PERSONAL,4200,15.95,0.08
